Действующий;Тип;Название;Город;Индекс;"Индекс RU";"Код страны";Страна;КТА;Превышение;Принадлежность;Международный;Email;Web-сайт;Примечание
Действующий;Вертодром;Охотбаза;Прокушево;HE7A;ХЕ7А;UU-RUSSIA;Россия;"N59.90528° E034.94035°";210;АОН;;;;"Оператор: нет данных."
Недействующий;Аэродром;Охотничий;;UHHX;УХХЬ;UU-RUSSIA;Россия;"N46.49583° E136.95558°";376;ГА;;;;"Приморский край. Магнитное склонение: -10.9°"
Действующий;Аэродром;Охотск;Охотск;UHOO;УХОО;UU-RUSSIA;Россия;"N59.41062° E143.05672°";20;ГА;;;apdv.net;"Оператор: ФКП «Аэропорты Дальнего Востока». Заправка ТС-1 проблематична. ОПРС (030°) : 483-БР, (210°): 483-МУ."
Недействующий;Аэродром;Охотск-2;;ZA9K;ЗА9К;UU-RUSSIA;Россия;"N59.37888° E143.27780°";5;ГА;;;;"Оператор: ""Хабаровские авиалинии""."
Действующий;Вертодром;Охтеурье;;HBG7;ХБГ7;UU-RUSSIA;Россия;"N60.97870° E078.93882°";46;ГА;;;;
Действующий;Вертодром;Оцарце;;HGS5;ХГС5;UU-RUSSIA;;"N42.58457° E041.84997°";130;ФСБ;;;;"Республика Абхазия. Оператор: пункт пропуска."
Недействующий;Аэродром;Очаков;;UKOU;УКОУ;UK-UKRAINE;Украина;"N46.64957° E031.55228°";35;ЭА;;;;"С ИВПП демонтированы бетонные плиты."
Действующий;Вертодром;Очер;;HD6U;ХД6У;UU-RUSSIA;Россия;"N57.94400° E054.78515°";218;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Ошарово;;UNHC;УНХЦ;UU-RUSSIA;Россия;"N60.37148° E098.30863°";210;ГА;;;;
Недействующий;Вертодром;Ошмарья;;HAY8;ХАЫ8;UU-RUSSIA;Россия;"N60.04543° E063.22185°";76;;;;;
Недействующий;Вертодром;Оюсут;;HF2U;ХФ2У;UU-RUSSIA;Россия;"N62.82695° E115.20907°";150;ГА;;;;
Недействующий;Вертодром;Паанаярви;;H322;Х322;UU-RUSSIA;Россия;"N66.28327° E030.20005°";137;ФСБ;;;;
Действующий;Вертодром;Паанаярви;;H647;Х647;UU-RUSSIA;Россия;"N66.25485° E029.82187°";160;ФСБ;;;;"Оператор: погранзастава ФСБ России."
Действующий;Вертодром;"Павенково (полигон)";;H554;Х554;UU-RUSSIA;Россия;"N54.51878° E021.14658°";23;МО;;;;"Оператор: нет данных. Калининградский особый район, Россия."
Действующий;Вертодром;Павленково;;HGB4;ХГБ4;UU-RUSSIA;Россия;"N47.98195° E135.20857°";70;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Павлиновка;;HG20;ХГ20;UU-RUSSIA;Россия;"N43.59807° E131.29483°";683;ФСБ;;;;"Горный. Оператор: пограничная застава ПС ФСБ России."
Недействующий;Аэродром;Павловичи;Пружаны;ZDU6;ЗДУ6;UM-RUSS/BELRS;Беларусь;"N52.51144° E024.69373°";134;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Павловка;;ZC5F;ЗЦ5Ф;UU-RUSSIA;Россия;"N47.03960° E039.49575°";40;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Павловка;;ZE8M;ЗЕ8М;UU-RUSSIA;Россия;"N52.70490° E047.07005°";303;ГА;;;;"Площадка АХР и санитарных заданий."
Действующий;Вертодром;Павловка;;HGK9;ХГК9;UU-RUSSIA;Россия;"N52.15598° E045.63973°";224;МО;;;;"Оператор: РВСН."
Недействующий;Вертодром;Павлово;;H555;Х555;UU-RUSSIA;Россия;"N54.70968° E019.95362°";15;;;;;"Калининградский особый район."
Действующий;Вертодром;Павлово;;HGY8;ХГЫ8;UU-RUSSIA;Россия;"N55.98187° E043.08405°";117;АОН;;helimike@rambler.ru;;"Оператор: нет данных."
Недействующий;Аэродром;Павловск;;ZAB1;ЗАБ1;UU-RUSSIA;Россия;"N50.35485° E040.08273°";112;ГА;;;;"Площадка АХР."
Действующий;Вертодром;Павловск-2;;UNBV;УНБЖ;UU-RUSSIA;Россия;"N53.28248° E082.98634°";195;ГА;;;;
Действующий;Вертодром;Павловск-2;;HE4M;ХЕ4М;UU-RUSSIA;Россия;"N53.16568° E082.59103°";220;ГА;;;;
Действующий;Вертодром;Павловское;;HA3T;ХА3Т;UU-RUSSIA;Россия;"N55.47993° E037.71468°";122;АОН;;;;"Оператор: ?"
Действующий;Аэродром;Павловское;;UUIP;УУИП;UU-RUSSIA;Россия;"N56.31073° E040.48182°";144;ГА;;nikolay.zso@mail.ru;www.aero33.ru;"Оператор: физическое лицо АОН. Удаление от г. Владимир  10 км. Бывшая площадка АХР.  АНП ПП зарегистрирован в МТУ ВТ ЦР ФАВТ  24.01.2013 №ЦП3-287.  "
Недействующий;Вертодром;Павловщина;;UNKT;УНКТ;UU-RUSSIA;Россия;"N56.75073° E093.56643°";146;;;;;
Действующий;Вертодром;Павлоград;;HDM8;ХДМ8;UK-UKRAINE;Украина;"N48.50832° E035.97052°";71;АОН;;;;"ИНСТРУКЦИЯ
по производству полётов в районе посадочной площадки
 “ПАВЛОГРАД  АТП”

1	Площадка временного базирования ПАО “ДТЭК Павлоградуголь”. Используется для взлёта, посадки и стоянки вертолёта взлётной массой не более 6800 Кг.
2	Расположена на восточной окраине города Павлоград Днепропетровской области. На территории АТП. Высота площадки 71 метр над уровнем моря. 
3	Расположена в центре асфальтобетонной  площадки размером 150х110 метров. Ограниченной со всех сторон гаражными строениями высотой 6 метров и деревьями высотой 15 метров.       
4	 Круг диаметром 10 метров с покрытием из бетонных плит и нанесенной разметкой.  Подходы отрыты со всех сторон для взлета и посадки без ИВВП (с учетом рядом стоящих искусственных препятствий).  Координаты  GPS 48°30.508'С 035° 58.333'В.
5	Площадка пригодна для взлётов и посадок вертолетов с максимальной взлётной массой не более 6800 Кг и диаметром несущего винта не более 16 метров.   
6	Расстояние от аэропорта Донецк 140 Км, МК 110°, время полёта 0:35 мин.
7	Площадка расположена в центре асфальтобетонной территории АТП Павлоградуголь. Со всех сторон окружена невысокими постройками высотой до 8 метров. На удалении 180 метров в юго-западном направлении расположена труба высотой 50 метров. Периметр площадки ограничен деревьями высотой 15 метров.
8	Запасной аэропорт Днепропетровск, 65 Км, МК 255°, время полёта 0:15 мин.
9	Площадка предназначена для выполнения визуальных взлётов и посадок при метеоусловиях 200 м НГО 2000 м гор.  видимость и  скорости ветра  менее 20 м/с.  
10	Площадка расположена в неконтролируемом воздушном пространстве класса G. Информационно-консультативное обслуживание выполняется органом УВД “Днепр информация” на частоте 122,7 мГц.
11	При попадании ВС в метео условия ниже установленного минимума или ОЯП, экипаж обязан перейти на пилотирование по ППП или уйти на запасной аэродром (выполнить посадку на ППСВ).
12	Подъездные пути асфальтированы.
13	Площадка расположена на границе запретной зоны UK-P17. Посадка не требует дополнительного разрешения. 
14	За надлежащее состояние вертолётной площадки отвечает руководство ПАО “ДТЭК Павлоградуголь”. Площадка охраняется.  
"
Действующий;Аэродром;Павлодар;;UASP;УАСП;UR-RUSS/KZKST;Казахстан;"N52.19535° E077.07328°";125;ГА;;;http://www.airport.pvl.kz/;"Эксплуатант: АО «Аэропорт Павлодар». 2 класса, способен принимать воздушные суда Ил-76, Ту-134, Ту-154, Як-42, Ан-12, Ил-18 и более лёгкие, а также вертолёты всех типов."
Недействующий;Аэродром;Павлыш;;ZD9J;ЗД9Й;UK-UKRAINE;Украина;"N48.88387° E033.33495°";175;ГА;;;;"Площадка АХР. Для посадки самолетов не пригодна."
Недействующий;Аэродром;Падали;;ZD4Z;ЗД4З;UU-RUSSIA;Россия;"N50.21523° E136.66420°";45;МО;;;;
Действующий;Аэродром;Палана;;UHPL;УХПЛ;UU-RUSSIA;Россия;"N59.08207° E159.89122°";22;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Палана-2;;ZC3T;ЗЦ3Т;UU-RUSSIA;Россия;"N59.05813° E159.96685°";50;МО;;;;"Аэродром начали строить взамен а/п Палана, но стройка не была закончена. Затем стройка была закрыта, как не перспективная. ВПП сейчас частично заросла травой."
Действующий;Вертодром;Палатка-Агро;;HFQ1;ХФЯ1;UU-RUSSIA;Россия;"N60.07503° E150.90438°";308;АОН;;;;"Оператор: нет данных. Основной МК захода 170°.
Посадка перед зелёным ангаром."
Недействующий;Аэродром;Палласовка;;ZAA7;ЗАА7;UU-RUSSIA;Россия;"N50.07503° E046.85393°";30;ГА;;;;"Площадка АХР."
Действующий;Вертодром;"Палласовка ЛПУМГ";;HCM2;ХЦМ2;UU-RUSSIA;Россия;"N49.98622° E046.88008°";35;ГА;;;;"Оператор: ЛПУМГ Палласовское."
Недействующий;Аэродром;Палома;;ZC54;ЗЦ54;UU-RUSSIA;Россия;"N53.98398° E034.58805°";208;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Пальмира;Золотоноша;ZBF2;ЗБФ2;UK-UKRAINE;Украина;"N49.76272° E032.12083°";120;МО;;;;"Бывший учебный а/д Харьковского ВВАУЛ. Состояние ВПП не известно."
Действующий;Вертодром;Пальяново;;HAM5;ХАМ5;UU-RUSSIA;Россия;"N61.64053° E066.89058°";30;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Палянычинцы;;ZC0F;ЗЦ0Ф;UK-UKRAINE;Украина;"N50.01233° E029.97883°";201;ГА;;;;"Киевская область, Украина. Площадка АХР. Магнитное склонение: +6.7° Площадка практически перестала существовать. Асфальт с полосы снят, полоса распахана и засеяна. Местами имеются лишь остатки фундамента аэродромных построек."
Действующий;Вертодром;Пана;;HE0X;ХЕ0Ь;UU-RUSSIA;Россия;"N66.96692° E035.69705°";90;ГА;;;;
Действующий;Вертодром;Панаевск;;HAM7;ХАМ7;UU-RUSSIA;Россия;"N66.74547° E070.10312°";20;ГА;;;;
Недействующий;Аэродром;Панакачет;;ZDZ4;ЗДЗ4;UU-RUSSIA;Россия;"N57.01050° E097.31180°";179;ГА;;;;
Недействующий;Аэродром;Панасовка;;ZBD4;ЗБД4;UK-UKRAINE;Украина;"N49.90392° E025.46427°";382;ГА;;;;"Бывшая площадка АХР. По состоянию на 15.10.2011г. ВПП осмотрена, чистая. "
Действующий;Вертодром;Пандым-Юган;;HAM8;ХАМ8;UU-RUSSIA;Россия;"N61.85175° E064.75448°";140;ГА;;;;
Недействующий;Вертодром;Паниковичи;;H321;Х321;UU-RUSSIA;Россия;"N57.68685° E027.55775°";144;ГА;;;;
Действующий;Аэродром;Панино;;ZB21;ЗБ21;UU-RUSSIA;Россия;"N54.47558° E040.31700°";110;АОН;;;;"Круглогодичного использования. Зимой ВПП очищается от снега или укатывается. Бывшая площадка АХР. Базируется АСТК ""Аэромикс""."
Недействующий;Аэродром;Панино;;ZEH1;ЗЕХ1;UU-RUSSIA;Россия;"N52.81385° E039.69883°";146;ГА;;;;"Бывшая площадка АХР."
Действующий;Вертодром;"Панинский Еган";;HEY4;ХЕЫ4;UU-RUSSIA;Россия;"N59.59022° E079.04040°";77;ГА;;;;
Действующий;Вертодром;Панки;Люберцы;XUCL;ЬУЦЛ;UU-RUSSIA;Россия;"N55.66834° E037.92847°";137;ЭА;;mvz@mi-helicopter.ru;;"Оператор: ОАО ""Московский вертолетный завод им. М.Л. Миля"". Авиационное предприятие холдинга ""Вертолеты России"", расположенное в пгт Томилино, Люберецкого района Московской области. АНППП зарегистрирован в МТУ ВТ ЦР ФАВТ 21 мар 2016 №ЦП3-443. Масса принимаемых ВС не более 56 т. Базируются ВС АО «МВЗ им. М.Л. Миля», ЗАО «ХелиВерт».
"
Недействующий;Аэродром;Паново;;ZB13;ЗБ13;UU-RUSSIA;Россия;"N55.08047° E038.63275°";155;АОН;;;;"Технически ГВПП готова, обеспечивает прием ВС. Частоты нет, связь по телефону. Предлагают аренду МС для ВС на особых условиях. Установка своего ангара или размещение ВС на открытой стоянке бесплатно, в течение какого-то оговариваемого срока.  Исходя из размеров затраченных средств определяется срок бесплатной стоянки. По окончании срока арендатору будет предложена льготная стоимость арендной платы на любой срок стоянки. Рассмотрят любые предложения."
Недействующий;Вертодром;Паново;;HAU1;ХАУ1;UU-RUSSIA;Россия;"N58.96508° E101.84583°";198;ГА;;;;"Затоплен (Богучанская ГЭС)."
Действующий;Вертодром;"Пансионат Бор";;HE63;ХЕ63;UU-RUSSIA;Россия;"N55.35497° E037.73042°";143;АОН;;;;"Оператор: не известен."
Действующий;Аэродром;Панфилово;;XNBP;ЬНБП;UU-RUSSIA;Россия;"N53.12517° E083.37607°";231;АОН;;tsn-4@ya.ru;http://www.asklider.ru/;"Бывший учебный военный аэродром МО СССР. Собственник: ФГУ «Сибирское территориальное управление имущественными отношениями» МО РФ. В народе больше известен, как ""Калманка"", имел  позывной ""Волжанка"" (124.000). Бывший учебный АД 44-го УАП Барнаульского ВВАУЛ. Ныне взят в аренду Алтайской региональной общественной организацией АСК ""Лидер"" (АРОО АСК ""Лидер"") под создание ПП АОН. Находится в стадии регистрации. Нкр.=(500)м."
Действующий;Вертодром;Панычево;;HEK8;ХЕК8;UU-RUSSIA;Россия;"N57.05072° E081.80710°";118;ГА;;;;"Оператор: ?"
Недействующий;Вертодром;"Панькова Земля";;HA3R;ХА3Р;UU-RUSSIA;Россия;"N73.11505° E053.26688°";70;;;;;"ОПРС:745-""FO""."
Недействующий;Аэродром;Парабель;;UNLP;УНЛП;UU-RUSSIA;Россия;"N58.70745° E081.46433°";57;ГА;;;;
Недействующий;Аэродром;Парамушир;;ZD5W;ЗД5В;UU-RUSSIA;Россия;"N50.01577° E155.39833°";13;МО;;;;"Сохранились фрагменты металлической ВПП, развалины ангаров, обломки авиадвигателей и самолетов, тракторной техники, остовы бетонных сооружений. "
Недействующий;Аэродром;Парасковиевка;;ZC4X;ЗЦ4Ь;UK-UKRAINE;Украина;"N47.87323° E037.43500°";162;ГА;;;;"Площадка АХР. ИВПП поддерживается авиамоделистами в идеальном состоянии."
Недействующий;Вертодром;Парень;;HD02;ХД02;UU-RUSSIA;Россия;"N62.41683° E163.09310°";7;;;;;
Действующий;Вертодром;Парин;;HEY0;ХЕЫ0;UU-RUSSIA;Россия;"N50.27260° E137.47363°";116;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Парк Патриот-1";;HGV6;ХГЖ6;UU-RUSSIA;Россия;"N55.57555° E036.83322°";212;МО;;;;"Оператор:Оператор: Военно-патриотический парк культуры и отдыха Вооруженных сил РФ ""Патриот"". Сектор №1 (северный) обустроен 4-мя ПП для вертолетов в форме квадрата."
Действующий;Вертодром;"Парк Патриот-2";;HG3B;ХГ3Б;UU-RUSSIA;Россия;"N55.56195° E036.83443°";202;МО;;;http://park-patriot.ru/;"Оператор: Военно-патриотический парк культуры и отдыха Вооруженных сил РФ ""Патриот"". Сектор №2 (южный) обустроен 4-мя ПП для вертолетов в форме квадрата."
Действующий;Вертодром;"Парк Патриот-3";;HH91;ХХ91;UU-RUSSIA;Россия;"N55.57101° E036.82827°";209;МО;;;;"Четыре однотипных ПП для вертолетов (21х21м), обустроенных в одну линию."
Действующий;Вертодром;"Парк Победы";;HEY7;ХЕЫ7;UU-RUSSIA;Россия;"N55.73293° E037.51938°";160;МЧС;;;;"Оператор: нет данных"
Действующий;Вертодром;Партенит;;HDE5;ХДЕ5;UU-RUSSIA;Россия;"N44.58583° E034.33953°";118;АОН;;;;"Оператор: пансионат ""Айвазовский""."
Действующий;Вертодром;Партизанское;;HD2F;ХД2Ф;UU-RUSSIA;Россия;"N55.49945° E094.37555°";415;ГА;;;;
Недействующий;Вертодром;Партобетто;;HBH3;ХБХ3;UU-RUSSIA;Россия;"N71.38453° E078.81575°";12;;;;;
Действующий;Вертодром;Паруновка;;HH4D;ХХ4Д;UU-RUSSIA;Россия;"N50.90448° E128.73673°";175;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Парус;Днепропетровск;UPPS;УППС;UK-UKRAINE;Украина;"N48.49572° E034.92793°";;АОН;;;;
Действующий;Аэродром;Парус;Руза;ZB3C;ЗБ3Ц;UU-RUSSIA;Россия;"N55.79653° E036.29148°";205;АОН;;anikol21@mail.ru;;"Базируется сверхлегкая авиация (дельталеты). Организовано первоначальное обучение, прогулочные полеты, стоянка, хранение и обслуживание СЛ ВС. Приглашают к сотрудничеству владельцев ВС."
Действующий;Аэродром;Парус;;UUOQ;УУОЯ;UU-RUSSIA;Россия;"N51.58725° E039.49008°";111;АОН;;evgeniya7705@mail.ru;;"Оператор: физическое лицо АОН - Бударина Е.В. АНП ПП зарегистрирован в МТУ ВТ ЦР ФАВТ 06 окт 2014 №ЦП3-373."
Действующий;Вертодром;Парус;Прасковеевка;HD21;ХД21;UU-RUSSIA;Россия;"N44.43550° E038.19240°";9;ФСБ;;;;"Маркирован нестандартно.
Оператор Погранслужба ФСБ РФ."
Недействующий;Аэродром;"Парфеньево (Левый Берег)";;ZEV0;ЗЕЖ0;UU-RUSSIA;Россия;"N61.37233° E042.72582°";61;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Паршиновка;;ZE3K;ЗЕ3К;UU-RUSSIA;Россия;"N52.01567° E040.51120°";143;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Пасьва;;ZEQ1;ЗЕЯ1;UU-RUSSIA;Россия;"N61.57895° E042.71130°";73;ГА;;;;"Бывший аэродром МВЛ. Застроен, к посадке не пригоден."
Недействующий;Аэродром;Пасьяново;;ZC9L;ЗЦ9Л;UU-RUSSIA;Россия;"N55.23572° E044.04643°";136;ГА;;;;"Площадка АХР. На 28.09.2013 асфальтовое покрытие ИВПП находится в удовлетворительном состоянии. Крупных выбоин, трещин, разломов и вспучиваний нет. Сквозь мелкие трещины растёт трава. Края ВПП заросли кустарником и невысокими деревьями. Количество мусора среднее. Перрон зарос деревьями."
Недействующий;Вертодром;Патис;;HAN1;ХАН1;UU-RUSSIA;Россия;"N64.04085° E121.18607°";174;;;;;
Действующий;Вертодром;Патрульная;Биробиджан;HD94;ХД94;UU-RUSSIA;Россия;"N48.75507° E132.94220°";77;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Патрушева;;HAN2;ХАН2;UU-RUSSIA;Россия;"N57.10433° E065.53823°";86;МЧС;;;;"Оператор: Федеральный центр нейрохирургии. ВП маркирована."
Действующий;Вертодром;Паужетка;;HD0G;ХД0Г;UU-RUSSIA;Россия;"N51.46415° E156.80943°";160;ГА;;;;"Оператор: нет данных. Горный."
Недействующий;Аэродром;Паустово;;ZAB0;ЗАБ0;UU-RUSSIA;Россия;"N56.13702° E042.17703°";137;ГА;;;;
Действующий;Аэродром;Пахачи;;UHPA;УХПА;UU-RUSSIA;Россия;"N60.55662° E169.10762°";3;ГА;;pahachi@airkam.ru;;"Олюторский район.
Летом принимает ВС до 25 тонн, зимой - до 30,5 тонн."
Действующий;Аэродром;Пахомово;;UUDP;УУДП;UU-RUSSIA;Россия;"N54.62568° E037.57993°";245;АОН;;askazarin@2mak.ru;http://www.2mak.ru;"Оператор: АУЦ ГА гос. предприятие ""2-ой Московский аэроклуб"".
Специализация: полёты с переменным профилем на планёрах и самолётах-буксировщиках в радиусе 10 км от КТА. Также выполняются полёты на пилотаж в спец. зонах. Над КТА производится десантирование парашютистов. Вход в круг строго по согласованию с РП, т.к. возможна смена рабочего старта, который разбивается в любом направлении в зависимости от ветра. Безусловный приоритет имеют безмоторные ВС (планёры). При подходе усиливать осмотрительность и радиоосмотрительность."
Действующий;Вертодром;Пахра;;HF8X;ХФ8Ь;UU-RUSSIA;Россия;"N55.76372° E037.95512°";136;АОН;;;;"Оператор: нет данных. АНП зарегистрирован в МТУ ВТ ЦР ФАВТ в 2013."
Недействующий;Вертодром;Пахта;;H324;Х324;UU-RUSSIA;Россия;"N69.43325° E030.49993°";;;;;;
Недействующий;Аэродром;Пахутино;;ZEE3;ЗЕЕ3;UU-RUSSIA;Россия;"N57.29107° E046.17195°";119;ГА;;;;"Бывшая площадка АХР."
Недействующий;Аэродром;Паченка;;HBH4;ХБХ4;UU-RUSSIA;Россия;"N57.67040° E066.34087°";60;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Пачиха;;ZF2N;ЗФ2Н;UU-RUSSIA;Россия;"N63.61570° E044.39150°";72;ГА;;;;"Бывший аэродром МВЛ."
Недействующий;Аэродром;Паша;Свирь;ZAP3;ЗАП3;UU-RUSSIA;Россия;"N60.37453° E032.98940°";19;ГА;;;;"Ленинградская область, Россия."
Недействующий;Вертодром;Пашино-1;;HFZ5;ХФЗ5;UU-RUSSIA;Россия;"N55.38436° E082.91050°";177;МО;;;;"Оператор: 39-я Гв. РД РВСН."
Недействующий;Вертодром;Пашино-4;;HFZ6;ХФЗ6;UU-RUSSIA;Россия;"N55.31761° E082.94366°";136;МО;;;;"Оператор: 39-я Гв. РД РВСН."
Недействующий;Вертодром;Пашково;;HCA6;ХЦА6;UU-RUSSIA;Россия;"N48.89082° E130.65683°";90;ГА;;;;"Еврейская автономная область."
Действующий;Вертодром;Пашково;;HCJ8;ХЦЙ8;UU-RUSSIA;Россия;"N57.85417° E038.52985°";130;ГА;;;;
Действующий;Аэродром;Пашковский;Краснодар;URKK;УРКК;UU-RUSSIA;Россия;"N45.03500° E039.17000°";36;ГА;Международный;"info@krr.basel.aero, airport@airport-krr.ru";http://www.basel.aero/;"Эксплуатант: ОАО «Международный аэропорт Краснодар». Входит в авиационный холдинг «Базэл Аэро».
В настоящее время взлет и посадка самолетов осуществляются с временной ИВПП05С-23С (реконструированная МРД), производятся работы по строительству РД-2 и РД-3а. Заруливание самолетов на стоянки осуществляется с ИВПП 05L-23R"
Действующий;Вертодром;Пашня;;UNSC;УНСЦ;UU-RUSSIA;Россия;"N58.98035° E080.92090°";65;ГА;;;;"Оператор: нет данных. Три однотипных ПП."
Действующий;Вертодром;Пашторы;;HAN0;ХАН0;UU-RUSSIA;Россия;"N63.72920° E065.45333°";6;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;Пашшор;;HG42;ХГ42;UU-RUSSIA;Россия;"N66.97332° E054.85518°";132;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"ПБ Первомайская";;HDU3;ХДУ3;UU-RUSSIA;Россия;"N59.26108° E075.69252°";98;ГА;;;;
Недействующий;Вертодром;"ПБ Югорская";;HAP8;ХАП8;UU-RUSSIA;Россия;"N61.01822° E069.10412°";34;ГА;;;;
Действующий;Вертодром;ПБ-3;;HAP6;ХАП6;UU-RUSSIA;Россия;"N62.01902° E080.27590°";76;ГА;;;;
Действующий;Аэродром;Певек;;UHMP;УХМП;UU-RUSSIA;Россия;"N69.78347° E170.59658°";3;ГА;;;;"Топливо только по согласованию с ФКП ""Аэропорты Чукотки""."
Действующий;Аэродром;Певцы;Чернигов;UKKP;УККП;UK-UKRAINE;Украина;"N51.55078° E031.29993°";143;ГА;;info@chas.aero;http://chas.aero/service-view/airfield/;"В городе: гостинично-туристический комплекс ""Придеснянський” (г. Чернигов, ул. Шевченко, 99а, http://www.chernigivhotel.com.ua/, тел:+38 (0462)954802.      
Гостиница ""Градецкий"", (г. Чернигов, пр. Мира (быв. ул. Ленина), 68, тел:+38(04622) 45-025, 44-526). Такси: http://taxi.poputka.ua/taxi-chernigov.aspx."
Недействующий;Аэродром;Певцы;Чернигов;ZF5B;ЗФ5Б;UK-UKRAINE;Украина;"N51.54852° E031.31345°";143;МО;;;;"Бывший аэродром МО СССР. Принадлежал Черниговскому ВВАУЛ (истребительная авиация). В годы независимости Украины действовал под наименованием ""в/ч А-4104"" до расформирования в 2004. Аэродромная инфраструктура в н.в. восстанавливается для развертывания авиационных подразделений центра, проведения научно-испытательных работ на авиационных комплексах, пилотируемых и беспилотных ЛА. В частности, планируются испытания самолета АН-70 и украинских модификаций вертолетов Ми-8 и Ми-2."
Действующий;Вертодром;Пекари;Канев;UKBE;УКБЕ;UK-UKRAINE;Украина;"N49.69715° E031.56308°";87;ГА;;vertokaniv@ya.ru;;"Взлет-посадка в секторе 360°-090° ЗАПРЕЩЕНА!"
Действующий;Аэродром;Пелагиада;;ZD29;ЗД29;UU-RUSSIA;Россия;"N45.21440° E041.97627°";401;АОН;;;;
Недействующий;Аэродром;Пелегово;;ZAB3;ЗАБ3;UU-RUSSIA;Россия;"N57.35740° E043.37053°";110;ГА;;;;
Действующий;Аэродром;Пеледуй;;UERK;УЕРК;UU-RUSSIA;Россия;"N59.63020° E112.76050°";182;ГА;;;;
Действующий;Вертодром;Пеледуй;;HF20;ХФ20;UU-RUSSIA;Россия;"N59.35455° E110.66860°";318;ГА;;;;
Действующий;Вертодром;Пелым;;HAZ1;ХАЗ1;UU-RUSSIA;Россия;"N61.02652° E062.00048°";85;ГА;;;;
Действующий;Вертодром;"Пелятка Норильская";;UOOL;УООЛ;UU-RUSSIA;Россия;"N69.60820° E081.83345°";47;ГА;;;;
Действующий;Вертодром;"Пендамаяха Восточная";;HG4J;ХГ4Й;UU-RUSSIA;Россия;"N68.82833° E083.16768°";75;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Пендамаяха Западная";;HG4K;ХГ4К;UU-RUSSIA;Россия;"N68.87002° E082.57400°";100;ГА;;;;"Оператор: нет данных."
Недействующий;Вертодром;Пенжино;;HD01;ХД01;UU-RUSSIA;Россия;"N63.53677° E168.01272°";81;ГА;;;;"Камчатский край, Россия."
Недействующий;Аэродром;Пеньшино;;ZC6X;ЗЦ6Ь;UU-RUSSIA;Россия;"N52.58130° E037.34007°";187;ГА;;;;"Площадка АХР."
Недействующий;Вертодром;Первомайск;;UWUP;УВУП;UU-RUSSIA;Россия;"N55.41173° E057.06255°";290;ГА;;;;
Недействующий;Аэродром;Первомайск;;UNIG;УНИГ;UU-RUSSIA;Россия;"N58.02163° E094.10202°";121;ГА;;;;
Недействующий;Аэродром;Первомайск;;ZB92;ЗБ92;UK-UKRAINE;Украина;"N48.06712° E030.76780°";151;АОН;;;;"Бывший аэродром МВЛ-2: ""Аэропорт Первомайск"". ГВПП на июль 2012 некошена, но есть план восстановления АД. Грунт уплотнен. При посадке с курсом 148° заход на цистерну."
Недействующий;Вертодром;Первомайск;;HG5N;ХГ5Н;UK-UKRAINE;Украина;"N47.97417° E030.90565°";130;МО;;;;"Оператор: бывшая 46-я РД РВСН МО СССР."
Недействующий;Вертодром;Первомайск-11;;HG5Q;ХГ5Я;UK-UKRAINE;Украина;"N48.18507° E030.66212°";170;МО;;;;"Оператор: бывшая 46-я РД РВСН МО СССР."
Недействующий;Вертодром;Первомайск-20;;HG5R;ХГ5Р;UK-UKRAINE;Украина;"N48.25061° E030.70267°";183;МО;;;;"Оператор: бывшая 46-я РД РВСН МО СССР."
Недействующий;Вертодром;Первомайск-87;;HG5S;ХГ5С;UK-UKRAINE;Украина;"N48.05648° E030.65608°";138;МО;;;;"Оператор: бывшая 46-я РД РВСН МО СССР."
Недействующий;Вертодром;Первомайск-88;;HG5T;ХГ5Т;UK-UKRAINE;Украина;"N48.07953° E030.56227°";140;МО;;;;"Оператор: бывшая 46-я РД РВСН МО СССР."
Недействующий;Вертодром;Первомайск-9;;HG5P;ХГ5П;UK-UKRAINE;Украина;"N47.97511° E030.95528°";124;МО;;;;"Оператор: бывшая 46-я РД РВСН МО СССР."
Недействующий;Вертодром;Первомайск-94;;HG5U;ХГ5У;UK-UKRAINE;Украина;"N48.13408° E030.44710°";148;МО;;;;"Оператор: бывшая 46-я РД РВСН МО СССР."
Недействующий;Вертодром;Первомайск-98;;HG5V;ХГ5Ж;UK-UKRAINE;Украина;"N48.21492° E030.21828°";142;МО;;;;"Оператор: бывшая 46-я РД РВСН МО СССР."
Действующий;Вертодром;Первомайская;;HC1S;ХЦ1С;UU-RUSSIA;Россия;"N56.21665° E067.97230°";140;ГА;;;;"Оператор: нет данных. Насчитывает две площадки."
